file,name,gpu_class,world_size,grad_accum_steps,dataset,train_shards,tokenizer_kind,tokenizer_path,train_seq_len,train_batch_tokens,iterations,warmup_steps,max_wallclock_seconds,model_params,num_heads,num_kv_heads,mlp_mult,tie_embeddings,embed_lr,head_lr,matrix_lr,scalar_lr,seed,custom_init_mode,tok_byte_grad_scale,tok_phrase_grad_scale,tok_space_grad_scale,tok_struct_grad_scale,last_step,stopping_step,last_val_loss,last_val_bpb,roundtrip_val_loss,roundtrip_val_bpb,score_bpb,last_train_time_ms,last_step_avg_ms,peak_mem_alloc_mib,peak_mem_reserved_mib,serialized_model_bytes,code_size_bytes,total_submission_size_bytes,int8_model_bytes,total_submission_size_int8_bytes
logs/boot_custom_v3_bigram_b256_d16_s001_i0001.txt,boot_custom_v3_bigram_b256_d16_s001_i0001.txt,1xH100,1,8,{dataset_dir.name},80,{tokenizer_log_kind},"{args.tokenizer_path}"")",1024,524288,20000,0,0.3,17072200,8,4,,True,0.05,0.0,0.04,0.04,1337,{args.custom_init_mode},256.0,,,,41,41,11.3891,6.7506,11.8301554,7.01201425,7.01201425,30047,732.85,10192,10268,67266649,63004,67329653,5110389,5173393
logs/boot_custom_v3_bigram_b512_d32_s002.txt,boot_custom_v3_bigram_b512_d32_s002.txt,1xH100,1,8,{dataset_dir.name},80,{tokenizer_log_kind},"{args.tokenizer_path}"")",1024,524288,20000,0,0.3,17092680,8,4,,True,0.05,0.0,0.04,0.04,1337,{args.custom_init_mode},256.0,,,,41,41,11.412,6.7641,11.88433181,7.0441259,7.0441259,30266,738.2,10195,10448,67323993,63004,67386997,5138687,5201691
logs/boot_custom_v3_bigram_b512_d32_s005.txt,boot_custom_v3_bigram_b512_d32_s005.txt,1xH100,1,8,{dataset_dir.name},80,{tokenizer_log_kind},"{args.tokenizer_path}"")",1024,524288,20000,0,0.3,17092680,8,4,,True,0.05,0.0,0.04,0.04,1337,{args.custom_init_mode},256.0,,,,39,39,11.9164,7.0631,12.40129402,7.35054168,7.35054168,30119,772.28,10195,10448,67323993,63004,67386997,5126101,5189105
logs/boot_custom_v3_bigram_1gpu.txt,boot_custom_v3_bigram_1gpu.txt,1xH100,1,8,{dataset_dir.name},80,{tokenizer_log_kind},"{args.tokenizer_path}"")",1024,524288,20000,0,0.3,21254216,8,4,,True,0.05,0.0,0.04,0.04,1337,{args.custom_init_mode},256.0,,,,15,15,14.4499,8.5648,14.77101751,8.75513311,8.75513311,30451,2030.09,10230,10532,75613976,62280,75676256,6577374,6639654
logs/boot_custom_v1_phraseinit_1gpu.txt,boot_custom_v1_phraseinit_1gpu.txt,1xH100,1,8,{dataset_dir.name},80,{tokenizer_log_kind},"{args.tokenizer_path}"")",1024,524288,20000,0,0.3,17059912,8,4,,True,0.05,0.0,0.04,0.04,1337,{args.custom_init_mode},256.0,,,,50,26,8.1733,4.8445,16.55626805,9.81329353,9.81329353,30302,606.05,10190,10502,67224983,59235,67284218,5061404,5120639
logs/3d6b26ea-2e33-4ce4-9d3b-8dca0c6a6174.txt,3d6b26ea-2e33-4ce4-9d3b-8dca0c6a6174.txt,8xH100,8,1,{dataset_dir.name},80,{tokenizer_log_kind},"{args.tokenizer_path}"")",1024,524288,20000,20,0.3,17059912,8,4,,True,0.05,0.0,0.04,0.04,1337,{args.custom_init_mode},1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
logs/951265cd-14a4-4ee0-a2ad-641e3a977110.txt,951265cd-14a4-4ee0-a2ad-641e3a977110.txt,1xH100,1,8,{dataset_dir.name},80,{tokenizer_log_kind},"{args.tokenizer_path}"")",1024,524288,20000,20,0.3,21778504,8,4,,True,0.05,0.0,0.04,0.04,1337,{args.custom_init_mode},1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
logs/b583cfaf-f494-4245-ace7-4f8bcd5c36f7.txt,b583cfaf-f494-4245-ace7-4f8bcd5c36f7.txt,unknown,,,{dataset_dir.name},,{tokenizer_log_kind},"{args.tokenizer_path}"")",,,,,0.3,,,,,,,,,,,{args.custom_init_mode},,,,,,,,,,,,,,,,,,,,
logs/bcf3fad0-337c-4f29-94c3-444424c35a4b.txt,bcf3fad0-337c-4f29-94c3-444424c35a4b.txt,unknown,,,{dataset_dir.name},,{tokenizer_log_kind},"{args.tokenizer_path}"")",,,,,0.3,,,,,,,,,,,{args.custom_init_mode},,,,,,,,,,,,,,,,,,,,
logs/c133cede-e138-433a-b831-7419804b67c5.txt,c133cede-e138-433a-b831-7419804b67c5.txt,1xH100,1,8,{dataset_dir.name},80,{tokenizer_log_kind},"{args.tokenizer_path}"")",1024,524288,20000,20,0.3,17059912,8,4,,True,0.05,0.0,0.04,0.04,1337,n/a,,,,,,,,,,,,,,,,,,,,
logs/.ipynb_checkpoints/c919de46-ef88-4601-9cbe-1d9b437b74a4-checkpoint.txt,c919de46-ef88-4601-9cbe-1d9b437b74a4-checkpoint.txt,8xH100,8,1,{dataset_dir.name},80,{tokenizer_log_kind},"{args.tokenizer_path}"")",1024,524288,20000,20,0.3,17059912,8,4,,True,0.05,0.0,0.04,0.04,1337,{args.custom_init_mode},0.7,0.9,0.98,0.95,,,,,,,,,,,,,,,,
logs/.ipynb_checkpoints/e767493d-bb76-4533-842e-d0d8d4f3e298-checkpoint.txt,e767493d-bb76-4533-842e-d0d8d4f3e298-checkpoint.txt,1xH100,1,8,{dataset_dir.name},80,{tokenizer_log_kind},"{args.tokenizer_path}"")",1024,524288,20000,20,0.3,17059912,8,4,,True,0.05,0.0,0.04,0.04,1337,{args.custom_init_mode},0.63,0.9,0.98,0.95,,,,,,,,,,,,,,,,
logs/e767493d-bb76-4533-842e-d0d8d4f3e298.txt,e767493d-bb76-4533-842e-d0d8d4f3e298.txt,1xH100,1,8,{dataset_dir.name},80,{tokenizer_log_kind},"{args.tokenizer_path}"")",1024,524288,20000,20,0.3,17059912,8,4,,True,0.05,0.0,0.04,0.04,1337,{args.custom_init_mode},0.63,0.9,0.98,0.95,,,,,,,,,,,,,,,,
logs/f40cff25-dde5-4b1a-8d81-d2aeb43771b6.txt,f40cff25-dde5-4b1a-8d81-d2aeb43771b6.txt,8xH100,8,1,{dataset_dir.name},80,{tokenizer_log_kind},"{args.tokenizer_path}"")",1024,524288,20000,20,0.3,17059912,8,4,,True,0.05,0.0,0.04,0.04,1337,{args.custom_init_mode},0.85,0.97,1.0,0.98,,,,,,,,,,,,,,,,
logs/smoke_custom_v1_phraseinit_1gpu.txt,smoke_custom_v1_phraseinit_1gpu.txt,unknown,,,{dataset_dir.name},,{tokenizer_log_kind},"{args.tokenizer_path}"")",,,,,0.3,,,,,,,,,,,{args.custom_init_mode},,,,,,,,,,,,,,,,,,,,
