doc_id,chars,sp_tokens,custom_tokens,delta_sp_minus_custom
0,1315,522,542,-20
1,3336,1258,1297,-39
2,961,330,362,-32
3,4053,1758,1780,-22
4,352,172,178,-6
5,1335,514,528,-14
6,6211,2505,2608,-103
7,936,407,426,-19
8,3932,1569,1625,-56
9,414,240,250,-10
10,765,300,310,-10
11,3018,1182,1223,-41
12,40428,16433,16931,-498
13,2095,866,893,-27
14,606,237,246,-9
15,1404,531,567,-36
16,365,135,142,-7
17,588,305,307,-2
18,311,145,148,-3
19,2163,972,1035,-63
20,682,270,278,-8
21,2825,1222,1259,-37
22,10524,3963,4112,-149
23,331,127,135,-8
24,2186,869,887,-18
25,2631,1015,1075,-60
26,2360,912,964,-52
27,979,437,456,-19
28,2467,994,1001,-7
29,13394,6079,6373,-294
30,3303,1335,1384,-49
31,741,321,327,-6
32,2867,1141,1182,-41
33,1043,629,651,-22
34,2945,1125,1147,-22
35,2664,1058,1085,-27
36,4342,1835,1901,-66
37,2744,1260,1288,-28
38,1720,703,727,-24
39,1186,443,453,-10
40,1498,646,662,-16
41,4128,1672,1688,-16
42,665,318,323,-5
43,1095,458,476,-18
44,1148,467,489,-22
45,2175,1062,1076,-14
46,910,363,371,-8
47,974,438,440,-2
48,1732,807,831,-24
49,1235,500,539,-39
50,1544,669,688,-19
51,2145,900,935,-35
52,417,193,207,-14
53,2076,927,966,-39
54,3539,1532,1581,-49
55,529,267,274,-7
56,585,247,251,-4
57,682,293,294,-1
58,2612,1143,1170,-27
59,1764,755,781,-26
60,300,124,136,-12
61,6218,2589,2644,-55
62,563,221,227,-6
63,2453,965,998,-33
64,2480,970,988,-18
65,1307,561,572,-11
66,427,179,178,1
67,764,356,372,-16
68,6566,2578,2653,-75
69,717,313,322,-9
70,476,196,200,-4
71,26247,12386,13113,-727
72,535,244,255,-11
73,1858,1069,1074,-5
74,414,218,231,-13
75,727,366,372,-6
76,660,278,291,-13
77,2702,1099,1129,-30
78,1339,607,623,-16
79,1158,522,540,-18
80,3474,1566,1613,-47
81,5814,2283,2321,-38
82,1725,810,843,-33
83,1432,543,562,-19
84,990,437,460,-23
85,530,234,243,-9
86,2002,812,837,-25
87,321,130,133,-3
88,2164,877,908,-31
89,3005,1223,1266,-43
90,1033,444,467,-23
91,830,335,341,-6
92,540,269,281,-12
93,931,378,387,-9
94,530,245,252,-7
95,2731,1078,1110,-32
96,3797,1578,1639,-61
97,2415,964,1004,-40
98,28984,11057,11383,-326
99,333,149,158,-9
100,797,360,367,-7
101,5523,2250,2310,-60
102,2804,1259,1305,-46
103,395,160,166,-6
104,4168,1582,1640,-58
105,670,301,318,-17
106,3007,1366,1375,-9
107,3640,1677,1750,-73
108,2401,1081,1130,-49
109,2027,820,857,-37
110,4977,2010,2088,-78
111,1235,510,524,-14
112,1686,725,731,-6
113,677,269,276,-7
114,1785,799,805,-6
115,7313,3067,3151,-84
116,2047,873,893,-20
117,1018,438,459,-21
118,5366,2178,2247,-69
119,5504,2185,2208,-23
120,478,224,231,-7
121,6621,2561,2626,-65
122,575,225,231,-6
123,1294,530,552,-22
124,2568,1091,1130,-39
125,1945,766,797,-31
126,930,383,392,-9
127,615,306,309,-3
128,1384,729,758,-29
129,1898,856,885,-29
130,1694,665,682,-17
131,1095,442,457,-15
132,2269,940,947,-7
133,1793,755,775,-20
134,1474,581,599,-18
135,527,232,238,-6
136,1826,640,678,-38
137,1030,591,598,-7
138,1886,832,873,-41
139,497,198,206,-8
140,657,273,278,-5
141,3119,1395,1450,-55
142,1014,398,415,-17
143,1472,555,592,-37
144,363,166,163,3
145,444,165,169,-4
146,791,308,331,-23
147,774,336,363,-27
148,1893,746,770,-24
149,50627,18075,18584,-509
150,2706,1034,1112,-78
151,6203,2526,2590,-64
152,1176,523,529,-6
153,2254,960,977,-17
154,568,247,254,-7
155,853,360,371,-11
156,807,326,344,-18
157,5209,2597,2604,-7
158,1002,437,446,-9
159,1189,520,538,-18
160,10088,4103,4250,-147
161,11241,4516,4635,-119
162,664,241,239,2
163,2599,959,1018,-59
164,2942,1214,1253,-39
165,655,302,317,-15
166,424,175,182,-7
167,707,297,298,-1
168,4904,2064,2116,-52
169,3915,1456,1484,-28
170,1290,573,580,-7
171,597,287,290,-3
172,873,326,333,-7
173,5980,2406,2465,-59
174,905,384,398,-14
175,1038,450,460,-10
176,1283,510,512,-2
177,928,387,392,-5
178,1485,613,624,-11
179,10016,3958,4059,-101
180,13406,5599,5754,-155
181,440,199,204,-5
182,4549,2022,2083,-61
183,2187,833,857,-24
184,1083,433,444,-11
185,1841,910,948,-38
186,1281,600,615,-15
187,2485,991,1017,-26
188,932,350,361,-11
189,1008,403,409,-6
190,910,436,447,-11
191,545,301,309,-8
192,440,169,180,-11
193,367,157,165,-8
194,2530,1107,1149,-42
195,273,104,107,-3
196,1389,566,584,-18
197,923,356,362,-6
198,2159,845,885,-40
199,3305,1269,1299,-30
200,572,257,272,-15
201,497,246,251,-5
202,703,301,307,-6
203,1000,412,425,-13
204,1671,781,808,-27
205,432,207,216,-9
206,764,326,331,-5
207,3116,1129,1159,-30
208,566,247,253,-6
209,5676,2269,2351,-82
210,561,261,267,-6
211,824,350,357,-7
212,1477,733,744,-11
213,6455,2997,3057,-60
214,1062,440,450,-10
215,3132,1289,1315,-26
216,457,198,206,-8
217,1083,498,508,-10
218,2762,1165,1201,-36
219,3003,1108,1175,-67
220,3001,1190,1229,-39
221,770,313,320,-7
222,838,317,327,-10
223,3686,1594,1659,-65
224,2207,961,1000,-39
225,1969,865,894,-29
226,4657,1938,2000,-62
227,3207,1348,1386,-38
228,6324,2374,2447,-73
229,270,114,127,-13
230,720,352,373,-21
231,2299,931,966,-35
232,330,160,168,-8
233,2956,1306,1336,-30
234,702,316,327,-11
235,986,439,450,-11
236,425,188,203,-15
237,2656,1116,1182,-66
238,3067,1232,1259,-27
239,3504,1366,1422,-56
240,3739,1558,1599,-41
241,5057,1928,2011,-83
242,1931,856,888,-32
243,2893,1119,1164,-45
244,1662,847,862,-15
245,4952,2058,2108,-50
246,957,445,461,-16
247,6421,2534,2581,-47
248,2433,971,997,-26
249,2321,936,983,-47
250,3264,1233,1262,-29
251,975,363,380,-17
252,4370,1737,1799,-62
253,5163,2120,2211,-91
254,2664,995,1013,-18
255,489,191,199,-8
256,1861,776,790,-14
257,3353,1309,1361,-52
258,2917,1219,1231,-12
259,2539,1016,1049,-33
260,4495,1664,1738,-74
261,292,111,116,-5
262,3030,1220,1247,-27
263,3483,1442,1478,-36
264,736,351,370,-19
265,650,294,306,-12
266,280,111,119,-8
267,942,429,450,-21
268,914,440,454,-14
269,1011,503,522,-19
270,1000,442,455,-13
271,2796,1139,1165,-26
272,2049,829,856,-27
273,387,183,196,-13
274,1256,612,629,-17
275,1442,546,567,-21
276,3923,1889,1931,-42
277,3024,1230,1260,-30
278,398,183,186,-3
279,2971,1306,1354,-48
280,574,254,262,-8
281,10823,5643,5927,-284
282,1799,693,728,-35
283,616,262,272,-10
284,827,395,401,-6
285,2008,855,871,-16
286,17557,7676,8052,-376
287,5682,2218,2291,-73
288,884,398,409,-11
289,3328,1429,1449,-20
290,1739,704,725,-21
291,10328,4439,4555,-116
292,3931,1796,1899,-103
293,1419,639,657,-18
294,373,141,151,-10
295,2976,1180,1221,-41
296,2145,865,882,-17
297,7045,2878,2961,-83
298,1719,846,887,-41
299,528,218,228,-10
300,4993,2315,2393,-78
301,917,415,426,-11
302,2278,1161,1176,-15
303,1240,479,499,-20
304,692,317,326,-9
305,1796,724,754,-30
306,11081,4475,4552,-77
307,1690,786,829,-43
308,4262,1702,1762,-60
309,1529,611,628,-17
310,439,193,203,-10
311,2630,1033,1064,-31
312,3431,1406,1447,-41
313,575,257,264,-7
314,509,223,233,-10
315,1274,495,512,-17
316,825,346,355,-9
317,2335,920,953,-33
318,626,260,268,-8
319,1552,577,591,-14
320,3996,1615,1654,-39
321,33891,18742,18699,43
322,815,356,365,-9
323,4301,1805,1872,-67
324,1726,714,735,-21
325,537,277,289,-12
326,2233,870,894,-24
327,765,326,334,-8
328,1282,505,519,-14
329,4546,1893,1967,-74
330,327,162,169,-7
331,677,238,240,-2
332,1351,564,569,-5
333,2470,1024,1068,-44
334,492,219,228,-9
335,1463,649,677,-28
336,2642,988,1021,-33
337,2761,1106,1122,-16
338,1656,615,628,-13
339,2908,1168,1210,-42
340,2053,863,882,-19
341,3312,1426,1467,-41
342,604,238,255,-17
343,2105,890,928,-38
344,674,313,325,-12
345,1738,747,764,-17
346,4328,1671,1720,-49
347,3463,1531,1615,-84
348,5123,2075,2109,-34
349,1213,522,548,-26
350,1343,575,590,-15
351,818,390,402,-12
352,651,273,278,-5
353,3350,1301,1351,-50
354,1105,457,468,-11
355,2452,995,1022,-27
356,1555,609,639,-30
357,2670,1108,1135,-27
358,1169,502,512,-10
359,1178,485,507,-22
360,2063,807,855,-48
361,2220,859,898,-39
362,2309,1047,1091,-44
363,328,132,138,-6
364,1501,612,634,-22
365,1569,633,658,-25
366,3740,1506,1561,-55
367,2276,917,957,-40
368,1341,588,603,-15
369,3261,1403,1445,-42
370,2280,974,1028,-54
371,3227,1559,1594,-35
372,20033,7943,8157,-214
373,1948,875,900,-25
374,2083,852,878,-26
375,1111,453,461,-8
376,528,213,226,-13
377,495,230,221,9
378,3536,1464,1509,-45
379,4413,2006,2040,-34
380,323,142,144,-2
381,813,353,362,-9
382,448,173,183,-10
383,2782,1116,1146,-30
384,300,119,123,-4
385,1776,756,767,-11
386,458,183,190,-7
387,23741,9915,10099,-184
388,656,273,284,-11
389,2125,889,906,-17
390,273,148,158,-10
391,4662,2173,2227,-54
392,617,268,277,-9
393,3286,1305,1318,-13
394,2471,951,978,-27
395,1028,446,466,-20
396,1455,572,594,-22
397,380,182,182,0
398,3343,1512,1543,-31
399,395,174,177,-3
400,2582,1090,1122,-32
401,1038,449,464,-15
402,1298,506,518,-12
403,366,152,159,-7
404,813,331,352,-21
405,856,408,425,-17
406,1164,521,551,-30
407,14202,5769,5882,-113
408,292,129,133,-4
409,1681,674,691,-17
410,872,345,358,-13
411,4065,1841,1889,-48
412,10566,3894,4081,-187
413,3917,1635,1658,-23
414,3351,1464,1505,-41
415,2428,960,1001,-41
416,727,326,332,-6
417,2575,1038,1087,-49
418,738,351,361,-10
419,433,168,175,-7
420,401,158,167,-9
421,1125,556,580,-24
422,2046,843,877,-34
423,706,263,273,-10
424,4843,1990,2049,-59
425,1869,761,809,-48
426,3221,1192,1272,-80
427,957,433,457,-24
428,4193,2059,2148,-89
429,679,307,315,-8
430,984,417,430,-13
431,472,232,247,-15
432,2018,812,818,-6
433,1054,438,465,-27
434,531,200,212,-12
435,792,358,367,-9
436,1021,406,417,-11
437,1542,621,636,-15
438,763,331,340,-9
439,1415,622,636,-14
440,2789,1207,1236,-29
441,2403,1062,1101,-39
442,1694,730,741,-11
443,844,349,366,-17
444,709,283,303,-20
445,1053,452,466,-14
446,4411,1870,1930,-60
447,7769,3244,3353,-109
448,8499,3518,3618,-100
449,1460,531,551,-20
450,8359,3279,3419,-140
451,2187,1027,1059,-32
452,1820,820,852,-32
453,507,209,222,-13
454,3936,1489,1544,-55
455,2350,941,958,-17
456,10458,4682,4773,-91
457,5909,2515,2567,-52
458,3421,1437,1479,-42
459,698,263,276,-13
460,1714,639,655,-16
461,2546,1030,1052,-22
462,653,307,329,-22
463,980,420,442,-22
464,1416,674,680,-6
465,2538,1146,1189,-43
466,951,366,387,-21
467,1071,492,498,-6
468,1658,727,756,-29
469,1057,405,427,-22
470,1254,543,561,-18
471,502,238,248,-10
472,5049,2137,2197,-60
473,8328,3362,3607,-245
474,787,341,352,-11
475,528,227,233,-6
476,5075,2149,2199,-50
477,350,158,170,-12
478,569,267,275,-8
479,356,135,137,-2
480,842,377,388,-11
481,1360,493,518,-25
482,5284,2242,2274,-32
483,4997,2028,2077,-49
484,3532,1485,1550,-65
485,421,186,190,-4
486,789,356,382,-26
487,6464,2380,2520,-140
488,385,210,217,-7
489,1014,435,466,-31
490,2226,787,811,-24
491,1068,449,448,1
492,1035,385,399,-14
493,715,330,334,-4
494,11218,4695,4762,-67
495,8066,3497,3588,-91
496,1537,531,556,-25
497,1013,427,444,-17
498,1182,513,529,-16
499,263,145,154,-9
500,766,333,341,-8
501,305,146,146,0
502,1148,456,470,-14
503,1013,400,392,8
504,4635,1849,1912,-63
505,2291,1009,1042,-33
506,1423,543,561,-18
507,14646,5792,5921,-129
508,751,332,344,-12
509,2979,1245,1255,-10
510,6000,2339,2406,-67
511,281,131,135,-4
512,330,155,160,-5
513,3160,1340,1371,-31
514,1622,762,812,-50
515,6292,2906,3025,-119
516,18918,7550,7748,-198
517,793,330,341,-11
518,633,255,265,-10
519,615,262,268,-6
520,3612,1506,1562,-56
521,2010,800,819,-19
522,1830,737,759,-22
523,3491,1456,1492,-36
524,2434,1000,1067,-67
525,1323,542,566,-24
526,555,268,280,-12
527,3866,1641,1690,-49
528,2100,811,869,-58
529,797,376,381,-5
530,1793,728,767,-39
531,1109,624,645,-21
532,753,393,398,-5
533,1281,604,622,-18
534,6599,2708,2795,-87
535,8751,4519,4572,-53
536,1115,550,579,-29
537,494,234,236,-2
538,3754,1386,1428,-42
539,4466,1868,1923,-55
540,1118,436,449,-13
541,1351,561,580,-19
542,846,365,376,-11
543,1411,697,722,-25
544,466,228,240,-12
545,1619,661,691,-30
546,3096,1325,1386,-61
547,2507,1080,1116,-36
548,1539,603,614,-11
549,5463,2134,2205,-71
550,2263,921,933,-12
551,1042,450,469,-19
552,1760,692,709,-17
553,1541,672,683,-11
554,1896,940,976,-36
555,2487,1081,1175,-94
556,22565,8949,9227,-278
557,748,338,351,-13
558,3412,1366,1394,-28
559,1454,499,544,-45
560,5756,2332,2407,-75
561,3372,1471,1534,-63
562,2097,1332,1352,-20
563,5737,2394,2437,-43
564,1318,574,590,-16
565,1022,434,449,-15
566,597,287,298,-11
567,4134,1531,1606,-75
568,7483,3439,3530,-91
569,869,431,448,-17
570,1279,518,536,-18
571,3166,1400,1438,-38
572,1293,538,549,-11
573,1640,691,705,-14
574,1656,643,650,-7
575,3767,1439,1488,-49
576,3242,1260,1312,-52
577,1960,783,804,-21
578,22547,8443,8691,-248
579,2373,993,1019,-26
580,1362,551,566,-15
581,751,347,363,-16
582,754,294,298,-4
583,845,316,326,-10
584,726,329,339,-10
585,413,175,184,-9
586,1373,575,592,-17
587,1305,517,540,-23
588,3855,1511,1560,-49
589,1349,505,520,-15
590,898,351,381,-30
591,1083,453,471,-18
592,551,238,242,-4
593,1251,504,510,-6
594,1493,644,661,-17
595,1074,445,451,-6
596,6179,2552,2581,-29
597,1683,652,676,-24
598,6387,2487,2551,-64
599,4246,1675,1700,-25
600,3753,1519,1566,-47
601,3948,1581,1616,-35
602,2876,1214,1264,-50
603,757,306,308,-2
604,3202,1355,1376,-21
605,849,363,371,-8
606,825,337,357,-20
607,1145,503,520,-17
608,12952,4810,4970,-160
609,797,296,307,-11
610,395,149,156,-7
611,684,307,328,-21
612,2063,896,919,-23
613,618,244,255,-11
614,1850,782,800,-18
615,2285,887,968,-81
616,521,236,243,-7
617,929,381,394,-13
618,442,175,186,-11
619,1412,628,655,-27
620,3250,1283,1319,-36
621,909,408,416,-8
622,2294,920,948,-28
623,301,111,114,-3
624,1151,576,590,-14
625,2790,1038,1077,-39
626,461,163,172,-9
627,802,321,328,-7
628,2715,1154,1158,-4
629,600,246,254,-8
630,688,335,343,-8
631,3362,1338,1355,-17
632,62438,26773,27385,-612
633,1578,699,709,-10
634,4058,1726,1790,-64
635,838,341,352,-11
636,1091,446,452,-6
637,2740,1218,1270,-52
638,5610,2371,2426,-55
639,3134,1225,1294,-69
640,2715,1277,1314,-37
641,937,423,435,-12
642,4464,1819,1871,-52
643,2329,969,1001,-32
644,619,264,270,-6
645,1975,830,856,-26
646,663,285,293,-8
647,867,405,420,-15
648,1624,664,695,-31
649,7672,3163,3263,-100
650,849,311,320,-9
651,670,279,287,-8
652,3684,1580,1617,-37
653,5734,2596,2653,-57
654,8290,3395,3468,-73
655,2852,1208,1248,-40
656,2766,1156,1184,-28
657,1455,685,693,-8
658,835,299,315,-16
659,6315,2539,2637,-98
660,1197,486,502,-16
661,2962,1109,1134,-25
662,8571,3359,3448,-89
663,743,292,303,-11
664,3551,1482,1510,-28
665,2810,1151,1178,-27
666,1974,836,848,-12
667,781,332,348,-16
668,1154,480,500,-20
669,840,378,373,5
670,6323,2556,2664,-108
671,5216,2175,2221,-46
672,3720,1579,1626,-47
673,772,322,331,-9
674,2375,956,981,-25
675,509,186,192,-6
676,649,284,287,-3
677,2332,957,981,-24
678,22222,8904,9177,-273
679,1712,715,714,1
680,1878,842,895,-53
681,1129,470,485,-15
682,913,383,395,-12
683,6798,2902,2972,-70
684,1090,473,492,-19
685,8894,3646,3788,-142
686,3515,1513,1547,-34
687,599,294,310,-16
688,1219,544,559,-15
689,409,197,203,-6
690,1077,411,426,-15
691,381,177,183,-6
692,4636,1916,1966,-50
693,2806,1131,1165,-34
694,3336,1196,1225,-29
695,5194,2128,2192,-64
696,7071,2847,2917,-70
697,1179,454,465,-11
698,807,390,392,-2
699,7523,2705,2814,-109
700,3139,1321,1400,-79
701,5440,2291,2365,-74
702,935,439,456,-17
703,3284,1266,1315,-49
704,1020,411,424,-13
705,1643,606,635,-29
706,4107,1621,1663,-42
707,713,290,302,-12
708,1332,534,558,-24
709,1292,625,651,-26
710,4110,1742,1821,-79
711,3055,1147,1185,-38
712,1048,426,445,-19
713,739,331,335,-4
714,701,288,306,-18
715,877,328,332,-4
716,434,217,221,-4
717,2574,1061,1084,-23
718,1533,781,826,-45
719,5563,2207,2282,-75
720,337,138,144,-6
721,763,349,355,-6
722,568,239,242,-3
723,2139,929,960,-31
724,8285,3387,3493,-106
725,1248,454,471,-17
726,899,423,435,-12
727,967,407,414,-7
728,1292,519,527,-8
729,455,196,199,-3
730,306,160,162,-2
731,1732,627,658,-31
732,829,365,383,-18
733,501,219,224,-5
734,3373,1339,1372,-33
735,582,224,228,-4
736,2572,973,993,-20
737,2167,862,878,-16
738,1124,486,504,-18
739,4281,1672,1701,-29
740,982,388,410,-22
741,878,392,412,-20
742,1057,412,430,-18
743,1147,446,462,-16
744,6986,2754,2851,-97
745,1353,605,619,-14
746,6478,2404,2501,-97
747,618,294,304,-10
748,1112,489,504,-15
749,3687,1552,1583,-31
750,546,215,221,-6
751,589,227,238,-11
752,745,300,305,-5
753,893,420,440,-20
754,1299,576,611,-35
755,269,107,107,0
756,1562,645,683,-38
757,6498,3025,2998,27
758,4663,1832,1883,-51
759,7981,3549,3632,-83
760,1156,547,535,12
761,2871,1284,1289,-5
762,516,211,217,-6
763,499,239,253,-14
764,480,188,198,-10
765,6948,2851,2867,-16
766,4008,1769,1825,-56
767,5635,2440,2519,-79
768,494,195,205,-10
769,21752,9624,9826,-202
770,881,377,386,-9
771,7648,3218,3315,-97
772,1795,847,835,12
773,464,203,208,-5
774,2612,1283,1319,-36
775,477,192,202,-10
776,2527,1072,1131,-59
777,1308,587,615,-28
778,344,127,134,-7
779,3742,1843,1878,-35
780,1779,889,926,-37
781,1290,499,503,-4
782,319,159,171,-12
783,786,389,395,-6
784,3804,1561,1585,-24
785,338,158,164,-6
786,1385,581,595,-14
787,2277,904,932,-28
788,3586,1527,1592,-65
789,2466,959,987,-28
790,4028,1551,1592,-41
791,5737,2357,2444,-87
792,397,146,151,-5
793,686,274,285,-11
794,733,286,296,-10
795,17411,7265,7445,-180
796,890,332,337,-5
797,635,310,317,-7
798,1497,584,649,-65
799,1729,732,751,-19
800,958,415,429,-14
801,6229,2209,2274,-65
802,4429,1773,1846,-73
803,3197,1223,1261,-38
804,2472,1014,1041,-27
805,2309,965,1002,-37
806,4390,1957,2023,-66
807,1507,671,697,-26
808,3506,1377,1437,-60
809,4027,1587,1637,-50
810,1192,461,482,-21
811,354,162,162,0
812,835,346,356,-10
813,4365,1916,1978,-62
814,1026,394,401,-7
815,3783,1468,1526,-58
816,4805,2138,2201,-63
817,571,308,321,-13
818,1433,597,615,-18
819,2151,916,948,-32
820,3426,1358,1382,-24
821,1917,809,841,-32
822,1986,819,848,-29
823,1010,451,457,-6
824,1533,601,622,-21
825,968,385,397,-12
826,3732,1563,1585,-22
827,511,256,265,-9
828,1150,427,429,-2
829,1304,529,551,-22
830,25572,11482,11649,-167
831,451,215,222,-7
832,2454,990,1006,-16
833,3814,1460,1504,-44
834,2253,1018,1075,-57
835,2158,851,864,-13
836,312,154,160,-6
837,958,393,407,-14
838,330,163,167,-4
839,546,236,249,-13
840,474,203,209,-6
841,871,427,442,-15
842,1245,511,531,-20
843,756,353,366,-13
844,3935,1593,1650,-57
845,12906,5419,5602,-183
846,4958,2056,2084,-28
847,2537,1077,1096,-19
848,1767,796,829,-33
849,2954,1225,1241,-16
850,682,293,301,-8
851,1053,416,446,-30
852,2099,871,892,-21
853,1364,631,642,-11
854,7344,3081,3147,-66
855,893,381,395,-14
856,1769,701,727,-26
857,4817,2032,2099,-67
858,438,180,188,-8
859,2519,942,971,-29
860,813,326,337,-11
861,1513,577,593,-16
862,1271,563,588,-25
863,1306,517,549,-32
864,10850,4132,4245,-113
865,2417,1063,1103,-40
866,2901,1293,1311,-18
867,980,399,421,-22
868,2796,1040,1080,-40
869,1503,653,659,-6
870,1312,526,543,-17
871,21785,8913,9263,-350
872,1409,599,618,-19
873,3380,1260,1305,-45
874,989,420,428,-8
875,1019,551,569,-18
876,1234,552,561,-9
877,3362,1311,1337,-26
878,774,338,349,-11
879,708,273,287,-14
880,1897,810,826,-16
881,4331,1799,1840,-41
882,3294,1318,1370,-52
883,1132,486,496,-10
884,386,182,191,-9
885,3656,1463,1586,-123
886,1007,478,491,-13
887,2599,995,1016,-21
888,8033,3383,3437,-54
889,532,238,238,0
890,2608,1029,1052,-23
891,2676,1139,1168,-29
892,6256,2449,2509,-60
893,1141,492,514,-22
894,8458,3569,3725,-156
895,534,229,238,-9
896,478,207,219,-12
897,1509,649,660,-11
898,3101,1313,1337,-24
899,1111,457,480,-23
900,5938,2428,2530,-102
901,5828,2323,2297,26
902,4924,2034,2099,-65
903,644,283,290,-7
904,2325,928,966,-38
905,7866,3669,3783,-114
906,3065,1278,1316,-38
907,1992,822,840,-18
908,1224,491,509,-18
909,8293,3073,3208,-135
910,6271,2592,2633,-41
911,1600,619,630,-11
912,860,348,359,-11
913,683,302,313,-11
914,2553,980,1021,-41
915,2759,1145,1182,-37
916,3201,1284,1327,-43
917,4944,1853,1906,-53
918,218,100,107,-7
919,1910,712,724,-12
920,2182,937,966,-29
921,368,203,202,1
922,3215,1307,1355,-48
923,5659,2387,2443,-56
924,3275,1344,1361,-17
925,3788,1576,1621,-45
926,1254,553,572,-19
927,520,208,211,-3
928,3082,1310,1361,-51
929,3415,1396,1444,-48
930,459,187,198,-11
931,665,285,289,-4
932,2074,878,897,-19
933,2195,938,965,-27
934,483,240,249,-9
935,1214,479,502,-23
936,415,226,228,-2
937,3273,1206,1230,-24
938,2417,959,993,-34
939,9270,3609,3743,-134
940,3836,1606,1642,-36
941,5580,2283,2393,-110
942,645,271,275,-4
943,393,155,160,-5
944,1029,377,388,-11
945,2209,927,967,-40
946,2827,1127,1162,-35
947,1062,419,432,-13
948,3639,1483,1524,-41
949,2138,813,835,-22
950,782,322,332,-10
951,6434,2456,2548,-92
952,3556,1376,1390,-14
953,1684,666,683,-17
954,87377,35583,36481,-898
955,3284,1243,1277,-34
956,2883,1169,1204,-35
957,1702,729,759,-30
958,4639,1961,2026,-65
959,3134,1307,1348,-41
960,247,124,135,-11
961,429,181,186,-5
962,3294,1226,1263,-37
963,5991,2431,2459,-28
964,839,321,331,-10
965,2507,1021,1052,-31
966,1309,529,554,-25
967,5595,2343,2427,-84
968,465,207,210,-3
969,1328,676,667,9
970,1667,750,769,-19
971,305,148,155,-7
972,3634,1420,1484,-64
973,3344,1357,1411,-54
974,8589,3292,3340,-48
975,712,309,318,-9
976,1622,801,815,-14
977,3250,1361,1393,-32
978,680,275,280,-5
979,2729,1088,1123,-35
980,4325,1738,1779,-41
981,2101,868,906,-38
982,769,304,313,-9
983,5562,2678,2772,-94
984,7994,3258,3336,-78
985,2620,1064,1107,-43
986,1505,606,620,-14
987,346,161,174,-13
988,1674,820,828,-8
989,5124,2161,2223,-62
990,873,344,357,-13
991,649,267,278,-11
992,1081,441,474,-33
993,965,466,469,-3
994,1167,506,514,-8
995,6460,2384,2463,-79
996,654,280,288,-8
997,2579,984,1018,-34
998,617,272,281,-9
999,537,208,214,-6
1000,2581,1114,1179,-65
1001,262,128,133,-5
1002,431,178,187,-9
1003,5883,2447,2543,-96
1004,2404,912,963,-51
1005,3890,1828,1885,-57
1006,828,367,384,-17
1007,3943,1455,1483,-28
1008,635,253,270,-17
1009,710,340,341,-1
1010,1849,834,856,-22
1011,889,374,388,-14
1012,839,363,369,-6
1013,3987,1581,1631,-50
1014,8076,3226,3293,-67
1015,2216,928,957,-29
1016,1858,757,788,-31
1017,4007,1725,1779,-54
1018,544,245,260,-15
1019,2048,1015,1040,-25
1020,1532,654,667,-13
1021,6137,3186,3264,-78
1022,433,191,196,-5
1023,4434,2240,2346,-106
1024,1482,626,646,-20
1025,666,279,286,-7
1026,1010,427,438,-11
1027,1189,553,568,-15
1028,42867,17211,17512,-301
1029,3383,1554,1583,-29
1030,1333,571,588,-17
1031,904,391,408,-17
1032,4808,2013,2064,-51
1033,637,240,244,-4
1034,6956,2902,3017,-115
1035,2493,990,1018,-28
1036,398,178,188,-10
1037,7976,3274,3373,-99
1038,3168,1354,1443,-89
1039,774,336,346,-10
1040,668,287,301,-14
1041,294,143,148,-5
1042,516,195,204,-9
1043,894,325,339,-14
1044,4601,1835,1904,-69
1045,4590,1812,1849,-37
1046,2119,851,855,-4
1047,7679,2948,3083,-135
1048,1331,539,554,-15
1049,3807,1440,1481,-41
1050,7782,3137,3229,-92
1051,4143,1693,1724,-31
1052,5959,2696,2800,-104
1053,1658,655,677,-22
1054,2595,1070,1093,-23
1055,995,387,397,-10
1056,686,369,375,-6
1057,12672,5029,5190,-161
1058,567,232,243,-11
1059,2986,1322,1344,-22
1060,658,254,260,-6
1061,1150,476,490,-14
1062,15556,6338,6523,-185
1063,3207,1320,1396,-76
1064,582,257,268,-11
1065,1814,836,863,-27
1066,2419,940,953,-13
1067,7700,3457,3570,-113
1068,3838,1573,1610,-37
1069,2621,992,1020,-28
1070,3583,1360,1405,-45
1071,2694,1124,1160,-36
1072,1511,602,624,-22
1073,7972,4260,4291,-31
1074,3103,1215,1258,-43
1075,672,262,289,-27
1076,1099,460,477,-17
1077,2118,834,869,-35
1078,5160,2138,2195,-57
1079,753,327,338,-11
1080,2899,1244,1263,-19
1081,5389,2045,2112,-67
1082,951,403,420,-17
1083,4454,1740,1784,-44
1084,2665,1108,1144,-36
1085,4813,2013,2064,-51
1086,2994,1193,1237,-44
1087,1880,773,809,-36
1088,1387,610,620,-10
1089,1179,451,453,-2
1090,1278,509,522,-13
1091,774,380,394,-14
1092,449,221,225,-4
1093,4009,1901,1947,-46
1094,2258,937,985,-48
1095,1697,812,873,-61
1096,1463,593,621,-28
1097,22325,9203,9465,-262
1098,556,226,241,-15
1099,631,259,267,-8
1100,3576,1814,1857,-43
1101,9563,4326,4436,-110
1102,769,302,306,-4
1103,1211,486,500,-14
1104,289,118,123,-5
1105,1034,412,427,-15
1106,982,427,437,-10
1107,3045,1123,1160,-37
1108,707,271,288,-17
1109,2947,1176,1190,-14
1110,462,188,192,-4
1111,4123,1964,2028,-64
1112,1364,512,543,-31
1113,549,258,266,-8
1114,452,237,247,-10
1115,1006,410,431,-21
1116,3673,1552,1618,-66
