doc_id,chars,sp_tokens,custom_tokens,delta_sp_minus_custom
34531,1373,518,542,-24
34532,9585,3849,3921,-72
34533,2668,1070,1091,-21
34534,1092,441,458,-17
34535,763,298,299,-1
34536,332,161,164,-3
34537,1964,904,927,-23
34538,2398,1128,1165,-37
34539,3132,1278,1306,-28
34540,929,384,397,-13
34541,1367,523,542,-19
34542,6193,2620,2678,-58
34543,11223,4438,4538,-100
34544,1208,523,549,-26
34545,698,281,289,-8
34546,2881,1259,1282,-23
34547,876,394,403,-9
34548,8898,3698,3791,-93
34549,1065,554,587,-33
34550,3263,1250,1284,-34
34551,2603,1031,1067,-36
34552,2902,1099,1124,-25
34553,2943,1158,1185,-27
34554,487,206,210,-4
34555,2337,944,977,-33
34556,3035,1176,1211,-35
34557,3418,1539,1603,-64
34558,4512,1840,1872,-32
34559,4035,1593,1638,-45
34560,1688,684,706,-22
34561,501,194,199,-5
34562,1949,794,805,-11
34563,55989,22583,23261,-678
34564,5507,2152,2253,-101
34565,625,249,260,-11
34566,1849,733,750,-17
34567,1762,697,722,-25
34568,3739,1493,1555,-62
34569,3165,1334,1374,-40
34570,1596,643,661,-18
34571,1885,740,764,-24
34572,3323,1351,1385,-34
34573,2654,1113,1141,-28
34574,3830,1582,1618,-36
34575,363,165,173,-8
34576,969,405,419,-14
34577,990,387,394,-7
34578,5185,2056,2095,-39
34579,774,293,304,-11
34580,2059,891,930,-39
34581,1465,604,623,-19
34582,3162,1169,1235,-66
34583,510,218,227,-9
34584,937,348,363,-15
34585,10285,4057,4241,-184
34586,11638,4682,4788,-106
34587,6337,2457,2561,-104
34588,1071,421,428,-7
34589,3499,1547,1578,-31
34590,2494,1009,1058,-49
34591,824,361,374,-13
34592,589,277,286,-9
34593,4662,1772,1819,-47
34594,1774,710,727,-17
34595,4195,1520,1575,-55
34596,7884,3015,3108,-93
34597,1015,477,492,-15
34598,2289,860,889,-29
34599,3768,1456,1458,-2
34600,2798,1138,1174,-36
34601,783,311,318,-7
34602,1065,425,432,-7
34603,1864,795,833,-38
34604,904,368,376,-8
34605,493,241,249,-8
34606,1835,793,821,-28
34607,483,189,201,-12
34608,549,196,201,-5
34609,1942,928,943,-15
34610,3090,1221,1241,-20
34611,4451,1783,1824,-41
34612,1490,638,646,-8
34613,1522,606,635,-29
34614,1650,660,672,-12
34615,6664,2625,2728,-103
34616,2942,1176,1215,-39
34617,783,331,340,-9
34618,1219,473,491,-18
34619,3542,1339,1369,-30
34620,618,272,280,-8
34621,316,123,134,-11
34622,458,174,184,-10
34623,3122,1183,1216,-33
34624,1060,415,427,-12
34625,3293,1281,1316,-35
34626,2147,894,934,-40
34627,1871,824,848,-24
34628,2460,1060,1077,-17
34629,2249,970,989,-19
34630,1544,642,652,-10
34631,3835,1504,1546,-42
34632,2562,1029,1079,-50
34633,3171,1387,1395,-8
34634,1253,532,545,-13
34635,2785,1116,1166,-50
34636,4360,1648,1692,-44
34637,598,244,254,-10
34638,3669,1508,1547,-39
34639,817,378,387,-9
34640,988,372,372,0
34641,3325,1400,1436,-36
34642,1730,811,834,-23
34643,2295,964,988,-24
34644,5512,2333,2367,-34
34645,477,196,199,-3
34646,1664,609,645,-36
34647,10749,4424,4495,-71
34648,1296,471,484,-13
34649,1957,975,1001,-26
34650,3746,1411,1469,-58
34651,2142,825,832,-7
34652,3147,1222,1274,-52
34653,1599,626,648,-22
34654,262,99,106,-7
34655,1046,448,459,-11
34656,3341,1437,1499,-62
34657,949,405,423,-18
34658,8202,3105,3244,-139
34659,793,350,362,-12
34660,2629,1061,1119,-58
34661,1889,742,759,-17
34662,2317,1116,1142,-26
34663,874,361,383,-22
34664,1352,565,591,-26
34665,2062,885,902,-17
34666,3054,1322,1355,-33
34667,6016,2413,2459,-46
34668,3149,1284,1333,-49
34669,3754,1341,1389,-48
34670,1005,378,385,-7
34671,822,366,374,-8
34672,3625,1593,1641,-48
34673,4500,1706,1750,-44
34674,385,155,155,0
34675,408,163,173,-10
34676,355,148,152,-4
34677,1833,736,755,-19
34678,3792,1538,1587,-49
34679,2284,860,886,-26
34680,1728,663,680,-17
34681,6357,2291,2389,-98
34682,1723,728,752,-24
34683,2100,788,809,-21
34684,1381,536,544,-8
34685,3697,1445,1487,-42
34686,1060,448,454,-6
34687,2129,1014,1034,-20
34688,8557,3725,3806,-81
34689,7371,2955,3039,-84
34690,1078,441,462,-21
34691,1830,701,738,-37
34692,3197,1249,1285,-36
34693,1788,828,847,-19
34694,9662,3721,3836,-115
34695,1459,596,615,-19
34696,1981,811,824,-13
34697,1812,937,982,-45
34698,3958,1555,1634,-79
34699,5136,2015,2081,-66
34700,1067,481,506,-25
34701,945,445,455,-10
34702,2187,1052,1075,-23
34703,1109,423,462,-39
34704,3457,1367,1405,-38
34705,592,276,289,-13
34706,4496,1781,1822,-41
34707,2440,1099,1141,-42
34708,3772,1571,1610,-39
34709,5042,2072,2138,-66
34710,1290,555,566,-11
34711,2745,1043,1066,-23
34712,1595,868,885,-17
34713,4363,1890,1933,-43
34714,1014,388,416,-28
34715,1662,751,768,-17
34716,1643,613,636,-23
34717,2490,1103,1129,-26
34718,1301,619,635,-16
34719,346,164,172,-8
34720,2401,1050,1084,-34
34721,1934,804,831,-27
34722,395,199,191,8
34723,7069,2824,2879,-55
34724,908,350,367,-17
34725,2492,963,1013,-50
34726,1907,803,813,-10
34727,403,178,184,-6
34728,601,282,282,0
34729,1734,706,712,-6
34730,1761,769,789,-20
34731,2994,1216,1243,-27
34732,8178,3496,3605,-109
34733,1858,788,827,-39
34734,3677,1524,1576,-52
34735,3798,1520,1560,-40
34736,1764,850,873,-23
34737,1547,678,702,-24
34738,2050,779,801,-22
34739,939,400,434,-34
34740,3569,1436,1472,-36
34741,1541,594,593,1
34742,829,368,374,-6
34743,6028,2470,2531,-61
34744,542,267,278,-11
34745,7100,2585,2666,-81
34746,378,175,188,-13
34747,3265,1420,1421,-1
34748,2366,880,926,-46
34749,384,182,182,0
34750,3992,1452,1488,-36
34751,421,155,162,-7
34752,3843,1460,1515,-55
34753,1150,466,483,-17
34754,441,192,200,-8
34755,3100,1194,1209,-15
34756,309,165,173,-8
34757,4072,1738,1775,-37
34758,9464,4161,4273,-112
34759,2487,960,969,-9
34760,5827,2349,2425,-76
34761,391,170,180,-10
34762,1656,685,710,-25
34763,1962,884,914,-30
34764,3051,1124,1151,-27
34765,797,299,316,-17
34766,2536,1024,1053,-29
34767,2916,1144,1186,-42
34768,524,201,202,-1
34769,1912,856,876,-20
34770,688,342,332,10
34771,10505,4070,4155,-85
34772,6995,2804,2873,-69
34773,3712,1514,1555,-41
34774,4776,1732,1792,-60
34775,4185,1560,1634,-74
34776,4895,1828,1891,-63
34777,2040,839,848,-9
34778,2332,788,838,-50
34779,8722,3636,3733,-97
34780,1381,564,579,-15
34781,1403,524,546,-22
34782,17335,6170,6464,-294
34783,1406,604,619,-15
34784,599,282,281,1
34785,1057,442,454,-12
34786,4118,1648,1672,-24
34787,1918,785,795,-10
34788,1887,724,738,-14
34789,4528,1873,1945,-72
34790,2519,959,1003,-44
34791,4259,1590,1653,-63
34792,1736,771,781,-10
34793,3297,1374,1421,-47
34794,5939,2368,2428,-60
34795,2674,1011,1084,-73
34796,967,430,443,-13
34797,2650,1085,1123,-38
34798,905,371,387,-16
34799,1458,574,584,-10
34800,18633,7584,7773,-189
34801,2763,1358,1420,-62
34802,1004,397,406,-9
34803,1064,422,441,-19
34804,1925,806,820,-14
34805,3289,1327,1405,-78
34806,18510,6574,6934,-360
34807,3093,1132,1183,-51
34808,705,331,340,-9
34809,6291,2468,2533,-65
34810,934,417,423,-6
34811,3792,1330,1374,-44
34812,9168,3853,3913,-60
34813,1196,505,515,-10
34814,2773,1061,1111,-50
34815,2013,843,887,-44
34816,966,411,423,-12
34817,386,181,187,-6
34818,1196,526,536,-10
34819,2668,1273,1330,-57
34820,1892,702,698,4
34821,1986,869,897,-28
34822,5404,2242,2263,-21
34823,1466,572,606,-34
34824,5871,2266,2355,-89
34825,1340,551,558,-7
34826,3517,1508,1540,-32
34827,5433,2065,2140,-75
34828,1065,442,459,-17
34829,829,307,323,-16
34830,3216,1235,1295,-60
34831,5272,2432,2441,-9
34832,5246,2205,2269,-64
34833,389,157,168,-11
34834,1331,538,557,-19
34835,8138,3218,3295,-77
34836,1338,561,566,-5
34837,4528,1689,1713,-24
34838,1023,390,393,-3
34839,4192,1723,1763,-40
34840,758,297,309,-12
34841,579,194,203,-9
34842,16691,6760,6881,-121
34843,294,130,131,-1
34844,3070,1186,1247,-61
34845,4101,1606,1610,-4
34846,604,224,231,-7
34847,1670,890,906,-16
34848,8611,3277,3387,-110
34849,897,403,421,-18
34850,4068,1714,1787,-73
34851,1774,740,754,-14
34852,2401,1016,1041,-25
34853,2762,1339,1364,-25
34854,4423,1712,1758,-46
34855,3450,1443,1470,-27
34856,2710,1209,1240,-31
34857,5445,2285,2359,-74
34858,3754,1495,1523,-28
34859,932,358,380,-22
34860,2287,1129,1160,-31
34861,6191,2558,2636,-78
34862,2371,1026,1039,-13
34863,1369,571,576,-5
34864,966,362,376,-14
34865,2047,820,830,-10
34866,547,191,197,-6
34867,3894,1582,1623,-41
34868,408,194,195,-1
34869,908,366,373,-7
34870,1528,657,663,-6
34871,4099,1645,1693,-48
34872,1846,749,763,-14
34873,2685,1206,1232,-26
34874,359,176,185,-9
34875,329,148,150,-2
34876,2421,1003,1025,-22
34877,1061,431,439,-8
34878,473,240,251,-11
34879,12679,4687,4893,-206
34880,2111,776,841,-65
34881,3409,1445,1490,-45
34882,736,277,277,0
34883,4504,1748,1792,-44
34884,796,340,349,-9
34885,918,425,433,-8
34886,2802,1061,1089,-28
34887,2152,853,895,-42
34888,4237,1619,1657,-38
34889,4447,1735,1794,-59
34890,1281,496,508,-12
34891,934,344,354,-10
34892,10799,4171,4246,-75
34893,963,351,362,-11
34894,2641,1096,1116,-20
34895,4051,1508,1590,-82
34896,5508,2345,2385,-40
34897,633,311,340,-29
34898,10125,4017,4101,-84
34899,4324,1718,1766,-48
34900,674,319,327,-8
34901,4548,1681,1705,-24
34902,554,238,247,-9
34903,4762,1754,1829,-75
34904,7356,2847,2947,-100
34905,2294,812,830,-18
34906,1073,461,467,-6
34907,4640,1743,1859,-116
34908,756,353,362,-9
34909,7310,2797,2897,-100
34910,1726,855,868,-13
34911,185,81,85,-4
34912,841,395,398,-3
34913,3149,1228,1244,-16
34914,4599,1825,1856,-31
34915,742,331,342,-11
34916,1787,702,721,-19
34917,3165,1267,1298,-31
34918,1285,538,547,-9
34919,345,137,141,-4
34920,482,188,203,-15
34921,417,169,175,-6
34922,7775,3451,3505,-54
34923,3516,1337,1373,-36
34924,5877,2210,2295,-85
34925,1732,627,658,-31
34926,374,166,175,-9
34927,1768,679,695,-16
34928,1231,541,569,-28
34929,1743,689,702,-13
34930,2875,1060,1099,-39
34931,4224,1743,1774,-31
34932,449,171,177,-6
34933,1239,601,625,-24
34934,1528,626,633,-7
34935,952,389,400,-11
34936,1493,513,531,-18
34937,13399,4924,5076,-152
34938,1966,824,846,-22
34939,918,360,382,-22
34940,6948,2608,2716,-108
34941,10736,4151,4269,-118
34942,12354,5090,5165,-75
34943,7703,3189,3296,-107
34944,5040,1969,2035,-66
34945,520,235,242,-7
34946,23568,9698,9962,-264
34947,1686,708,739,-31
34948,3539,1404,1442,-38
34949,2870,1125,1160,-35
34950,832,356,364,-8
34951,1079,418,431,-13
34952,5134,2366,2443,-77
34953,572,226,235,-9
34954,5859,2313,2374,-61
34955,3623,1754,1779,-25
34956,1814,810,845,-35
34957,6336,2456,2573,-117
34958,6991,3107,3130,-23
34959,608,239,252,-13
34960,402,157,164,-7
34961,1850,730,768,-38
34962,2395,910,918,-8
34963,3626,1567,1582,-15
34964,1570,594,606,-12
34965,2438,1023,1038,-15
34966,1529,612,638,-26
34967,5120,2084,2123,-39
34968,622,276,292,-16
34969,603,245,252,-7
34970,784,336,344,-8
34971,2260,953,983,-30
34972,1882,677,699,-22
34973,355,139,147,-8
34974,1302,581,590,-9
34975,5247,2124,2181,-57
34976,4243,1756,1802,-46
34977,619,264,278,-14
34978,2515,1052,1102,-50
34979,2154,874,893,-19
34980,2763,1188,1239,-51
34981,10370,3836,3909,-73
34982,673,262,274,-12
34983,452,202,209,-7
34984,5111,1785,1841,-56
34985,3578,1270,1310,-40
34986,6514,2701,2811,-110
34987,725,340,349,-9
34988,838,344,361,-17
34989,303,116,123,-7
34990,1158,538,549,-11
34991,2532,1003,1065,-62
34992,1683,655,677,-22
34993,1657,591,617,-26
34994,707,290,297,-7
34995,3296,1272,1317,-45
34996,734,272,281,-9
34997,3015,1396,1416,-20
34998,3151,1271,1300,-29
34999,710,312,320,-8
35000,4473,1631,1684,-53
35001,1070,430,445,-15
35002,693,291,311,-20
35003,1076,438,459,-21
35004,484,178,188,-10
35005,1283,546,554,-8
35006,9514,3713,3814,-101
35007,350,155,164,-9
35008,4047,1536,1594,-58
35009,2739,1114,1149,-35
35010,2423,945,977,-32
35011,1691,674,686,-12
35012,1511,643,651,-8
35013,464,207,214,-7
35014,2443,920,956,-36
35015,369,183,189,-6
35016,3324,1381,1393,-12
35017,1671,698,711,-13
35018,317,168,179,-11
35019,514,289,297,-8
35020,1314,590,592,-2
35021,546,280,293,-13
35022,5482,1973,2077,-104
35023,29864,11942,12252,-310
35024,416,196,204,-8
35025,622,243,258,-15
35026,1098,483,493,-10
35027,4198,1628,1683,-55
35028,9544,4089,4200,-111
35029,4608,1643,1704,-61
35030,521,216,220,-4
35031,1454,621,641,-20
35032,1121,437,452,-15
35033,1669,614,616,-2
35034,4583,1787,1866,-79
35035,1596,677,696,-19
35036,2009,924,940,-16
35037,1350,553,572,-19
35038,1042,568,572,-4
35039,2312,1082,1123,-41
35040,1892,725,741,-16
35041,1116,450,470,-20
35042,1872,738,772,-34
35043,2667,1341,1374,-33
35044,678,326,337,-11
35045,13596,5031,5188,-157
35046,3146,1306,1326,-20
35047,426,180,189,-9
35048,1740,691,707,-16
35049,3987,1632,1674,-42
35050,1734,673,692,-19
35051,3626,1267,1324,-57
35052,1343,549,569,-20
35053,5854,2262,2327,-65
35054,1052,543,567,-24
35055,2820,1254,1273,-19
35056,6742,2732,2827,-95
35057,2376,948,975,-27
35058,820,340,361,-21
35059,1833,762,787,-25
35060,3878,1538,1600,-62
35061,2004,816,842,-26
35062,4736,2217,2306,-89
35063,3092,1417,1470,-53
35064,2740,1011,1045,-34
35065,402,172,174,-2
35066,938,362,375,-13
35067,1074,470,476,-6
35068,469,178,183,-5
35069,27118,11855,11997,-142
35070,5680,2434,2475,-41
35071,11510,4508,4668,-160
35072,1471,541,562,-21
35073,390,178,185,-7
35074,3793,1904,1960,-56
35075,1743,672,701,-29
35076,337,166,169,-3
35077,855,364,377,-13
35078,819,338,354,-16
35079,2550,1004,1044,-40
35080,3708,1333,1387,-54
35081,2742,1159,1176,-17
35082,3130,1418,1472,-54
35083,584,256,261,-5
35084,2840,1113,1150,-37
35085,3828,1485,1576,-91
35086,3145,1295,1336,-41
35087,12464,4846,5041,-195
35088,3952,1708,1767,-59
35089,839,329,339,-10
35090,675,265,267,-2
35091,772,323,335,-12
35092,14906,5625,5851,-226
35093,3091,1295,1352,-57
35094,4512,1651,1686,-35
35095,1145,438,450,-12
35096,1386,619,629,-10
35097,7121,2770,2840,-70
35098,3570,1731,1780,-49
35099,675,337,356,-19
35100,271,126,133,-7
35101,9963,3754,3906,-152
35102,897,436,445,-9
35103,3807,1492,1533,-41
35104,635,256,272,-16
35105,1908,859,911,-52
35106,1035,446,458,-12
35107,574,260,272,-12
35108,3124,1200,1214,-14
35109,4377,1686,1716,-30
35110,5477,2131,2216,-85
35111,1807,733,745,-12
35112,576,224,236,-12
35113,4987,1986,2059,-73
35114,5899,2665,2732,-67
35115,2448,990,1020,-30
35116,758,286,300,-14
35117,1679,689,732,-43
35118,4229,1732,1799,-67
35119,266,151,159,-8
35120,960,383,396,-13
35121,1413,525,565,-40
35122,525,209,223,-14
35123,997,364,390,-26
35124,3697,1489,1514,-25
35125,270,144,153,-9
35126,21694,9016,9272,-256
35127,2347,922,953,-31
35128,3659,1333,1393,-60
35129,1092,462,479,-17
35130,531,248,251,-3
35131,2373,944,974,-30
35132,887,347,358,-11
35133,1776,760,757,3
35134,733,317,330,-13
35135,5499,2293,2349,-56
35136,5491,2310,2334,-24
35137,2345,881,900,-19
35138,9939,4043,4225,-182
35139,1524,660,687,-27
35140,1495,636,647,-11
35141,3332,1251,1269,-18
35142,970,398,410,-12
35143,7470,3199,3294,-95
35144,3276,1292,1332,-40
35145,10283,3875,4013,-138
35146,555,255,263,-8
35147,665,272,275,-3
35148,3605,1473,1552,-79
35149,3057,1117,1154,-37
35150,9565,3866,3918,-52
35151,674,311,314,-3
35152,4240,1471,1556,-85
35153,2783,1165,1197,-32
35154,340,157,159,-2
35155,1136,594,601,-7
35156,4793,1954,2005,-51
35157,2434,978,1005,-27
35158,5728,2234,2314,-80
35159,2932,1155,1169,-14
35160,11321,4972,5041,-69
35161,1857,754,784,-30
35162,3728,1422,1457,-35
35163,2794,1218,1237,-19
35164,5773,2390,2456,-66
35165,438,242,242,0
35166,532,221,227,-6
35167,1486,626,642,-16
35168,618,267,271,-4
35169,1878,824,835,-11
35170,1074,456,471,-15
35171,2216,882,905,-23
35172,1918,736,745,-9
35173,2512,989,1025,-36
35174,9675,3578,3642,-64
35175,1245,411,426,-15
35176,2410,1089,1101,-12
35177,3505,1446,1474,-28
35178,1534,653,668,-15
35179,7908,3492,3568,-76
35180,2435,924,976,-52
35181,978,382,386,-4
35182,846,313,322,-9
35183,2687,940,994,-54
35184,2990,1252,1286,-34
35185,1527,684,702,-18
35186,522,194,203,-9
35187,2113,846,863,-17
35188,1992,827,870,-43
35189,2291,964,991,-27
35190,2273,877,906,-29
35191,381,152,158,-6
35192,3457,1274,1304,-30
35193,5427,2104,2169,-65
35194,1192,502,524,-22
35195,11471,4141,4363,-222
35196,4695,1931,1977,-46
35197,3294,1300,1353,-53
35198,2461,995,1047,-52
35199,4302,1706,1751,-45
35200,1509,748,774,-26
35201,8204,3366,3468,-102
35202,8262,3408,3500,-92
35203,886,379,401,-22
35204,3635,1515,1570,-55
35205,2419,1258,1310,-52
35206,2104,786,807,-21
35207,774,316,321,-5
35208,2504,962,969,-7
35209,1142,499,505,-6
35210,3935,1640,1711,-71
35211,2718,1175,1195,-20
35212,839,368,376,-8
35213,677,306,316,-10
35214,4086,1505,1560,-55
35215,3682,1563,1621,-58
35216,1937,776,787,-11
35217,10958,4209,4442,-233
35218,3182,1274,1319,-45
35219,986,363,367,-4
35220,844,337,365,-28
35221,2187,1010,1067,-57
35222,9854,3831,3968,-137
35223,2426,1066,1082,-16
35224,2741,1030,1065,-35
35225,4146,1644,1689,-45
35226,13930,5396,5586,-190
35227,3437,1548,1599,-51
35228,1111,482,486,-4
35229,4298,1815,1872,-57
35230,1119,450,458,-8
35231,1264,436,452,-16
35232,1899,706,743,-37
35233,972,401,415,-14
35234,1631,689,705,-16
35235,2907,1210,1241,-31
35236,2532,1074,1105,-31
35237,610,267,275,-8
35238,4153,1695,1708,-13
35239,427,176,179,-3
35240,3369,1244,1305,-61
35241,693,272,274,-2
35242,1185,492,505,-13
35243,1117,687,693,-6
35244,2729,1075,1100,-25
35245,3764,1427,1473,-46
35246,604,274,282,-8
35247,1469,624,641,-17
35248,785,324,330,-6
35249,705,272,284,-12
35250,3785,1483,1520,-37
35251,533,225,229,-4
35252,2108,799,828,-29
35253,969,401,407,-6
35254,1764,725,748,-23
35255,36746,15433,15913,-480
35256,1754,737,746,-9
35257,5827,2448,2529,-81
35258,1152,431,439,-8
35259,3956,1544,1590,-46
35260,1801,757,769,-12
35261,1875,852,882,-30
35262,2218,971,1008,-37
35263,1904,770,802,-32
35264,4685,1882,1920,-38
35265,579,261,269,-8
35266,815,340,348,-8
35267,1550,693,696,-3
35268,1091,448,450,-2
35269,3463,1356,1375,-19
35270,6246,2994,3019,-25
35271,731,320,329,-9
35272,521,243,246,-3
35273,1180,454,452,2
35274,3902,1338,1385,-47
35275,3012,1444,1453,-9
35276,876,432,453,-21
35277,9078,3703,3817,-114
35278,336,129,130,-1
35279,594,254,270,-16
35280,303,124,128,-4
35281,2368,1010,1036,-26
35282,1078,436,446,-10
35283,3657,1323,1373,-50
35284,1925,791,818,-27
35285,2290,849,874,-25
35286,1129,411,431,-20
35287,2452,1043,1057,-14
35288,1719,662,683,-21
35289,2731,1226,1268,-42
35290,2231,908,929,-21
35291,1844,831,852,-21
35292,5570,2396,2450,-54
35293,686,299,314,-15
35294,1561,753,782,-29
35295,2992,1311,1343,-32
35296,5236,1883,1949,-66
35297,2796,1093,1129,-36
35298,6331,2607,2636,-29
35299,14163,5560,5637,-77
35300,852,346,359,-13
35301,2874,1050,1090,-40
35302,518,208,213,-5
35303,2142,984,1011,-27
35304,2164,894,916,-22
35305,725,304,312,-8
35306,869,327,347,-20
35307,4319,1526,1567,-41
35308,7550,3140,3231,-91
35309,1768,728,771,-43
35310,2554,966,977,-11
35311,4842,1870,1889,-19
35312,355,187,186,1
35313,1311,598,619,-21
35314,4488,1829,1882,-53
35315,460,191,194,-3
35316,439,202,209,-7
35317,2366,926,978,-52
35318,2651,1131,1157,-26
35319,3711,1657,1726,-69
35320,1722,657,681,-24
35321,3564,1393,1422,-29
35322,8286,3194,3290,-96
35323,1770,748,780,-32
35324,1929,769,786,-17
35325,951,383,398,-15
35326,4859,1960,2034,-74
35327,737,260,273,-13
35328,754,311,327,-16
35329,1575,631,636,-5
35330,898,335,344,-9
35331,1929,755,783,-28
35332,3303,1467,1486,-19
35333,1036,453,468,-15
35334,1802,827,839,-12
35335,2496,1021,1043,-22
35336,855,316,319,-3
35337,5682,2551,2674,-123
35338,513,200,208,-8
35339,719,278,295,-17
35340,2820,1034,1099,-65
35341,1051,499,509,-10
35342,2606,1199,1238,-39
35343,1970,816,832,-16
35344,3863,1515,1541,-26
35345,527,297,304,-7
35346,486,213,224,-11
35347,4018,1756,1802,-46
35348,15594,7021,7167,-146
35349,2616,1023,1051,-28
35350,5362,2148,2199,-51
35351,3920,1623,1663,-40
35352,1537,597,619,-22
35353,2832,1517,1554,-37
35354,2601,1075,1107,-32
35355,1110,507,525,-18
35356,4738,1868,1909,-41
35357,1124,583,601,-18
35358,791,360,365,-5
35359,1204,499,517,-18
35360,1471,644,671,-27
35361,1317,456,471,-15
35362,3305,1393,1441,-48
35363,2347,1014,1031,-17
35364,4259,1429,1484,-55
35365,412,180,188,-8
35366,456,230,237,-7
35367,550,206,212,-6
35368,2265,990,1005,-15
35369,654,326,336,-10
35370,801,321,326,-5
35371,6289,2466,2530,-64
35372,1486,576,592,-16
35373,1422,620,634,-14
35374,6666,2724,2816,-92
35375,919,363,364,-1
35376,1386,591,601,-10
35377,1519,607,620,-13
35378,307,148,150,-2
35379,3321,1254,1275,-21
35380,1595,616,645,-29
35381,362,151,152,-1
35382,552,241,247,-6
35383,5154,1868,1944,-76
35384,2709,1086,1127,-41
35385,3904,1662,1694,-32
35386,1442,628,644,-16
35387,589,276,290,-14
35388,1850,716,725,-9
35389,1231,501,505,-4
35390,10526,4447,4588,-141
35391,550,206,218,-12
35392,620,313,311,2
35393,543,216,228,-12
35394,2228,958,993,-35
35395,1285,529,542,-13
35396,6296,2487,2587,-100
35397,18063,8084,8238,-154
35398,4324,1781,1814,-33
35399,17343,7081,7306,-225
35400,1460,753,750,3
35401,741,310,321,-11
35402,757,360,375,-15
35403,8437,3597,3712,-115
35404,1665,660,668,-8
35405,1958,904,922,-18
35406,388,163,181,-18
35407,1685,655,667,-12
35408,810,309,316,-7
35409,1177,470,478,-8
35410,2310,866,900,-34
35411,1069,387,391,-4
35412,9110,3536,3712,-176
35413,3251,1267,1311,-44
35414,706,304,331,-27
35415,3527,1443,1499,-56
35416,525,198,208,-10
35417,987,375,378,-3
35418,3440,1262,1335,-73
35419,960,397,417,-20
35420,2737,1111,1165,-54
35421,486,227,236,-9
35422,2023,768,793,-25
35423,2804,1194,1230,-36
35424,718,309,314,-5
35425,11121,4739,4792,-53
35426,911,355,355,0
35427,586,255,264,-9
35428,492,204,212,-8
35429,5014,1968,2019,-51
35430,1174,472,488,-16
35431,1925,769,811,-42
35432,1404,493,514,-21
35433,1085,416,430,-14
35434,384,164,169,-5
35435,2086,886,910,-24
35436,3120,1223,1253,-30
35437,5598,2252,2327,-75
35438,822,343,354,-11
35439,2040,883,901,-18
35440,3500,1484,1527,-43
35441,393,174,182,-8
35442,1513,627,644,-17
35443,278,124,126,-2
35444,2474,921,950,-29
35445,1342,546,559,-13
35446,3907,1563,1594,-31
35447,1212,446,462,-16
35448,1513,606,639,-33
35449,10889,4007,4103,-96
35450,342,137,141,-4
35451,978,454,459,-5
35452,4697,2558,2627,-69
35453,2419,937,975,-38
35454,1910,855,871,-16
35455,1429,614,623,-9
35456,892,324,338,-14
35457,495,220,226,-6
35458,5750,2323,2396,-73
35459,561,254,260,-6
35460,1798,801,831,-30
35461,3123,1180,1224,-44
35462,662,270,291,-21
35463,5375,2171,2259,-88
35464,4192,1606,1645,-39
35465,6266,2557,2618,-61
35466,7983,3294,3408,-114
35467,1166,491,514,-23
35468,3377,1423,1464,-41
35469,1493,572,586,-14
35470,3411,1313,1381,-68
35471,1619,753,757,-4
35472,5076,2348,2361,-13
35473,561,248,256,-8
35474,569,261,275,-14
35475,11947,5932,6106,-174
35476,1496,575,599,-24
35477,449,177,186,-9
35478,2017,826,855,-29
35479,651,281,286,-5
35480,4044,1669,1709,-40
35481,4789,1821,1865,-44
35482,5968,2307,2359,-52
35483,7836,3790,3908,-118
35484,10568,3896,4115,-219
35485,1559,664,695,-31
35486,6867,2949,3109,-160
35487,7189,2954,3076,-122
35488,5453,2057,2115,-58
35489,764,303,312,-9
35490,828,344,353,-9
35491,611,273,275,-2
35492,429,175,187,-12
35493,4330,2001,2076,-75
35494,494,226,236,-10
35495,1612,601,612,-11
35496,3178,1253,1301,-48
35497,1498,629,650,-21
35498,12823,4670,4834,-164
35499,7519,2963,3004,-41
35500,7313,3104,3238,-134
35501,8606,3433,3619,-186
35502,5583,2293,2329,-36
35503,3530,1358,1409,-51
35504,2700,1227,1241,-14
35505,3199,1294,1353,-59
35506,1505,687,706,-19
35507,1537,581,593,-12
35508,1820,729,738,-9
35509,2639,957,992,-35
35510,666,233,235,-2
35511,666,270,277,-7
35512,957,416,441,-25
35513,761,321,336,-15
35514,3751,1452,1478,-26
35515,18338,7476,7582,-106
35516,2636,1099,1123,-24
35517,855,430,432,-2
35518,672,255,268,-13
35519,3648,1597,1634,-37
35520,376,152,159,-7
35521,9658,3797,3892,-95
35522,2099,879,903,-24
35523,1079,451,462,-11
35524,796,335,347,-12
35525,2184,922,969,-47
35526,9766,3987,4055,-68
35527,641,251,261,-10
35528,2123,874,887,-13
35529,11035,4725,4923,-198
35530,1800,693,724,-31
35531,2925,1059,1103,-44
35532,5936,2829,2909,-80
35533,1331,498,524,-26
35534,3650,1552,1559,-7
35535,3949,1518,1555,-37
35536,6654,2634,2663,-29
35537,904,364,384,-20
35538,1393,538,566,-28
35539,2499,1022,1057,-35
35540,758,349,366,-17
35541,1215,532,540,-8
35542,899,430,436,-6
35543,679,291,289,2
35544,1020,451,470,-19
35545,1625,613,627,-14
35546,2397,1021,1048,-27
35547,463,186,193,-7
35548,3807,1552,1591,-39
35549,3166,1251,1296,-45
35550,2754,1402,1442,-40
35551,1407,541,547,-6
35552,488,211,225,-14
35553,7370,2931,3025,-94
35554,1731,689,701,-12
35555,763,302,307,-5
35556,1218,534,542,-8
35557,4140,1680,1722,-42
35558,298,151,153,-2
